Category,State,Rank,HS Code,Description,Value2017,Value2018,Value2019,Value2020,Share2017,Share2018,Share2019,Share2020,
Export,MS,4,901890,"INSTRUMENTS AND APPLIANCES FOR MEDICAL, SURGICAL O",255,425,610,530,2.3,3.7,5.1,5.2,
Export,MS,5,271012,LIGHT OILS AND PREPARATIONS CONTAINING GT=70% BY W,618,759,837,506,5.6,6.5,7.1,4.9,
Export,MS,6,470321,"CHEMICAL WOODPULP, SODA OR SULFATE, OTHER THAN DIS",426,462,463,409,3.9,4.0,3.9,4.0,
Export,MS,7,870323,PASSENGER MOTOR VEHICLES WITH SPARK-IGNITION INTER,93,45,561,331,0.8,0.4,4.7,3.2,
Export,MS,8,901839,"MEDICAL ETC. NEEDLES NESOI, CATHETERS, CANNULAE AN",265,395,294,308,2.4,3.4,2.5,3.0,
Export,MS,9,851762,"MACHINES FOR THE RECEPTION, CONVERSION AND TRANSMI",213,216,221,197,1.9,1.9,1.9,1.9,
Export,MS,10,870324,PASSENGER MOTOR VEHICLES WITH SPARK-IGNITION INTER,376,295,311,164,3.4,2.5,2.6,1.6,
Export,MS,11,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",152,143,127,110,1.4,1.2,1.1,1.1,
Export,MS,12,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEGRATED",63,76,68,97,0.6,0.7,0.6,0.9,
Export,MS,13,20714,CHICKEN CUTS AND EDIBLE OFFAL (INCLUDING LIVERS) F,82,71,69,89,0.7,0.6,0.6,0.9,
Export,MS,14,840820,COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON EN,60,74,150,87,0.5,0.6,1.3,0.8,
Export,MS,15,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",122,91,138,82,1.1,0.8,1.2,0.8,
Export,MS,16,846729,"TOOLS FOR WORKING IN THE HAND, WITH SELF-CONTAINED",77,94,113,70,0.7,0.8,1.0,0.7,
Export,MS,17,283711,CYANIDES AND CYANIDE OXIDES OF SODIUM,13,36,54,69,0.1,0.3,0.5,0.7,
Export,MS,18,271311,"PETROLEUM COKE, NOT CALCINED",102,118,96,69,0.9,1.0,0.8,0.7,
Export,MS,19,381800,"CHEMICAL ELEMENTS DOPED FOR USE IN ELECTRONICS, IN",8,42,69,68,0.1,0.4,0.6,0.7,
Export,MS,20,721049,"FLAT-ROLLED IRON OR NONALLOY STEEL PRODUCTS, NOT C",34,38,63,68,0.3,0.3,0.5,0.7,
Export,MS,21,848120,VALVES FOR OLEOHYDRAULIC OR PNEUMATIC TRANSMISSION,140,138,93,68,1.3,1.2,0.8,0.7,
Export,MS,22,902131,ARTIFICIAL JOINTS AND PARTS AND ACCESSORIES THEREO,49,188,167,66,0.4,1.6,1.4,0.6,
Export,MS,23,480411,"KRAFTLINER, UNCOATED, UNBLEACHED, IN ROLLS OR SHEE",95,96,58,65,0.9,0.8,0.5,0.6,
Export,MS,24,843149,"PARTS AND ATTACHMENTS, NESOI, FOR DERRICKS, CRANES",64,73,62,62,0.6,0.6,0.5,0.6,
Export,MS,25,841590,"PARTS, NESOI, OF AIR CONDITIONING MACHINES",40,46,45,58,0.4,0.4,0.4,0.6,
Import,MS,-1,0,Total_25,6573,7725,7821,6928,44.1,46.6,46.0,43.9,
Import,MS,1,271019,"PETROLEUM OILS, OILS FROM BITUMINOUS MINERALS (OTH",393,1146,1146,963,2.6,6.9,6.7,6.1,
Import,MS,2,270900,"PETROLEUM OILS AND OILS FROM BITUMINOUS MINERALS,",2248,2154,1799,757,15.1,13.0,10.6,4.8,
Import,MS,3,902131,ARTIFICIAL JOINTS AND PARTS AND ACCESSORIES THEREO,170,350,557,584,1.1,2.1,3.3,3.7,
Import,MS,4,846729,"TOOLS FOR WORKING IN THE HAND, WITH SELF-CONTAINED",27,22,387,413,0.2,0.1,2.3,2.6,
Import,MS,5,870840,GEAR BOXES FOR MOTOR VEHICLES,656,559,442,371,4.4,3.4,2.6,2.3,
Import,MS,6,851762,"MACHINES FOR THE RECEPTION, CONVERSION AND TRANSMI",351,390,178,344,2.4,2.4,1.0,2.2,
Import,MS,7,720110,NONALLOY PIG IRON CONTAINING 0.5% (WT.) OR LESS PH,216,302,223,324,1.4,1.8,1.3,2.1,
Import,MS,8,940190,"PARTS OF SEATS (EXCEPT PARTS OF MEDICAL, DENTIST',",438,419,421,318,2.9,2.5,2.5,2.0,
Import,MS,9,901839,"MEDICAL ETC. NEEDLES NESOI, CATHETERS, CANNULAE AN",158,177,286,291,1.1,1.1,1.7,1.8,
Import,MS,10,300630,OPACIFYING PREPARATIONS FOR X-RAY EXAMINATIONS; DI,263,257,274,267,1.8,1.6,1.6,1.7,
Import,MS,11,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEGRATED",82,106,164,256,0.6,0.6,1.0,1.6,
Import,MS,12,901890,"INSTRUMENTS AND APPLIANCES FOR MEDICAL, SURGICAL O",122,194,202,237,0.8,1.2,1.2,1.5,
Import,MS,13,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",210,206,195,189,1.4,1.2,1.1,1.2,
Import,MS,14,940161,"SEATS WITH WOODEN FRAMES, UPHOLSTERED, NESOI",66,120,158,162,0.4,0.7,0.9,1.0,
Import,MS,15,901920,"OZONE THERAPY, OXYGEN THERAPY, AEROSOL THERAPY, AR",61,62,71,160,0.4,0.4,0.4,1.0,
Import,MS,16,841451,"FANS, TABLE, FLOOR, WALL, WINDOW, CEILING OR ROOF,",65,38,97,155,0.4,0.2,0.6,1.0,
Import,MS,17,847130,"PORTABLE DIGTL AUTOMATIC DATA PROCESSING MACHINES,",193,246,158,154,1.3,1.5,0.9,1.0,
Import,MS,18,80390,"BANANAS, FRESH OR DRIED, OTHER THAN PLANTAINS",154,146,151,152,1.0,0.9,0.9,1.0,
Import,MS,19,640411,"SPORTS FOOTWEAR, INCLUDING TENNIS SHOES, BASKETBAL",38,145,195,146,0.3,0.9,1.1,0.9,
Import,MS,20,851631,ELECTRIC HAIR DRYERS,97,79,117,128,0.7,0.5,0.7,0.8,
Import,MS,21,853620,AUTOMATIC CIRCUIT BREAKERS FOR A VOLTAGE NOT EXCEE,124,112,133,119,0.8,0.7,0.8,0.8,
Import,MS,22,840999,PARTS FOR USE WITH COMPRESSION-IGNITION INTERNAL C,116,128,110,113,0.8,0.8,0.6,0.7,
Import,MS,23,850440,ELECTRICAL STATIC CONVERTERS; POWER SUPPLIES FOR A,84,110,118,110,0.6,0.7,0.7,0.7,
Import,MS,24,611020,"SWEATERS, PULLOVERS, SWEATSHIRTS, VESTS AND SIMILA",98,125,126,109,0.7,0.8,0.7,0.7,
Import,MS,25,844399,"PARTS AND ACCESSORIES OF PRINTERS, COPYING MACHINE",144,133,116,104,1.0,0.8,0.7,0.7,
Export,MO,-1,0,Total_25,5643,5458,5121,5229,39.5,37.6,38.2,40.9,
Export,MO,1,870431,"MOTOR VEHICLES FOR GOODS TRANSPORT NESOI, WITH SPA",1830,1832,1834,1859,12.8,12.6,13.7,14.6,
Export,MO,2,120190,"SOYBEANS, OTHER THAN SEED",191,150,243,308,1.3,1.0,1.8,2.4,
Export,MO,3,293339,HETEROCYCLIC COMPOUNDS CONTAINING AN UNFUSED PYRID(293339),230,135,180,216,1.6,0.9,1.3,1.7,
Export,MO,4,260700,LEAD ORES AND CONCENTRATES,154,198,182,181,1.1,1.4,1.4,1.4,
Export,MO,5,380893,"HERBACIDES, ANTISPROUTING PRODUCTS AND PLANT-GROWT(380893)",127,115,122,180,0.9,0.8,0.9,1.4,
Export,MO,6,20319,"MEAT OF SWINE, NESOI, FRESH OR CHILLED",145,136,132,172,1.0,0.9,1.0,1.3,
Export,MO,7,293399,HETEROCYCLIC COMPOUNDS WITH NITROGEN HETERO-ATOM(293399),182,98,112,168,1.3,0.7,0.8,1.3,
Export,MO,8,230400,SOYBEAN OILCAKE AND OTHER SOLID RESIDUES RESULTING,242,200,141,167,1.7,1.4,1.0,1.3,
Export,MO,9,100590,"CORN (MAIZE), OTHER THAN SEED CORN",248,264,136,160,1.7,1.8,1.0,1.3,
Export,MO,10,20329,"MEAT OF SWINE, NESOI, FROZEN",160,161,142,160,1.1,1.1,1.1,1.3,
Export,MO,11,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",797,777,358,154,5.6,5.4,2.7,1.2,
Export,MO,12,230910,"DOG AND CAT FOOD, PUT UP FOR RETAIL SALE",105,106,127,146,0.7,0.7,1.0,1.1,
Export,MO,13,382499,CHEMICAL PRODUCTS AND PREPARATIONS OF THE CHEMICAL,107,93,146,130,0.8,0.6,1.1,1.0,
Export,MO,14,300214,"IMMUNOLOGICAL PRODUCTS, MIXED, NOT PUT UP IN MEASU",26,41,106,121,0.2,0.3,0.8,0.9,
Export,MO,15,300439,"MEDICAMENTS, IN MEASURED DOSES, ETC., CONTAINING H",6,74,66,119,0.0,0.5,0.5,0.9,
Export,MO,16,300490,"MEDICAMENTS, IN MEASURED DOSES, ETC. (EXCLUDING VA",187,191,176,113,1.3,1.3,1.3,0.9,
Export,MO,17,40210,"MILK AND CREAM, CONCENTRATED, WHETHER OR NOT SWEET",21,54,106,110,0.1,0.4,0.8,0.9,
Export,MO,18,870324,PASSENGER MOTOR VEHICLES WITH SPARK-IGNITION INTER,60,44,121,108,0.4,0.3,0.9,0.8,
Export,MO,19,210690,FOOD PREPARATIONS NESOI,135,159,161,102,0.9,1.1,1.2,0.8,
Export,MO,20,300230,VACCINES FOR VETRINARY MEDICINE,208,177,140,100,1.5,1.2,1.0,0.8,
Export,MO,21,410411,TANNED/CRUST HIDES & SKINS OF BOVINE/EQUINE W/O HA,186,153,123,96,1.3,1.1,0.9,0.8,
Export,MO,22,440799,"NONCONIFEROUS WOOD NESOI, SAWN OR CHIPPED LENGTHWI",55,50,62,96,0.4,0.3,0.5,0.7,
Export,MO,23,380892,"FUNGICIDES, EXCLUDING THOSE SPECIFIED IN SUBHEADIN",125,147,91,89,0.9,1.0,0.7,0.7,
Export,MO,24,340220,"SURFACE-ACTIVE PREPARATIONS, WASHING PREPARATIONS",99,89,87,88,0.7,0.6,0.7,0.7,
Export,MO,25,681510,"NONELECTRICAL ARTICLES OF GRAPHITE OR CARBON, NESO",18,14,27,86,0.1,0.1,0.2,0.7,
Import,MO,-1,0,Total_25,4664,5446,7448,5999,24.8,26.5,36.3,32.0,
Import,MO,1,270900,"PETROLEUM OILS AND OILS FROM BITUMINOUS MINERALS,",737,1360,3129,1933,3.9,6.6,15.2,10.3,
Import,MO,2,850140,"AC MOTORS NESOI, SINGLE-PHASE",312,319,341,337,1.7,1.5,1.7,1.8,
Import,MO,3,220300,BEER MADE FROM MALT,378,325,350,318,2.0,1.6,1.7,1.7,
Import,MO,4,300490,"MEDICAMENTS, IN MEASURED DOSES, ETC. (EXCLUDING VA",426,359,400,300,2.3,1.7,1.9,1.6,
Import,MO,5,870120,ROAD TRACTORS FOR SEMI-TRAILERS,278,324,317,283,1.5,1.6,1.5,1.5,
Import,MO,6,840734,SPARK-IGNITION RECIPROCATING PISTON ENGINES FOR PR,268,357,332,240,1.4,1.7,1.6,1.3,
Import,MO,7,880240,"AIRPLANES AND OTHER AIRCRAFT NESOI, OF AN UNLADEN",132,0,165,230,0.7,0.0,0.8,1.2,
Import,MO,8,841490,"PARTS FOR AIR OR VACUUM PUMPS, AIR OR OTHER GAS CO",187,247,254,210,1.0,1.2,1.2,1.1,
Import,MO,9,870829,PARTS AND ACCESSORIES OF BODIES (INCLUDING CABS) F,171,232,239,201,0.9,1.1,1.2,1.1,
Import,MO,10,850131,DC MOTORS NESOI AND GENERATORS OF AN OUTPUT NOT EX,95,108,85,164,0.5,0.5,0.4,0.9,
Import,MO,11,940190,"PARTS OF SEATS (EXCEPT PARTS OF MEDICAL, DENTIST',",215,188,191,155,1.1,0.9,0.9,0.8,
Import,MO,12,848180,"TAPS, COCKS, VALVES AND SIMILAR APPLIANCES FOR PIP",112,163,150,147,0.6,0.8,0.7,0.8,
Import,MO,13,841590,"PARTS, NESOI, OF AIR CONDITIONING MACHINES",229,223,190,136,1.2,1.1,0.9,0.7,
Import,MO,14,870894,"STEERING WHEELS, STEERING COLUMNS AND STEERING BOX",40,133,158,133,0.2,0.6,0.8,0.7,
Import,MO,15,293339,HETEROCYCLIC COMPOUNDS CONTAINING AN UNFUSED PYRID,183,194,151,126,1.0,0.9,0.7,0.7,
Import,MO,16,293499,"NUCLEIC ACIDS AND THERE SALTS, WHETER OR NOT CHEMI",139,116,89,126,0.7,0.6,0.4,0.7,
Import,MO,17,392690,"ARTICLES OF PLASTICS, NESOI",98,110,116,119,0.5,0.5,0.6,0.6,
Import,MO,18,284440,"RADIOACTIVE ELEMENTS, ISOTOPES AND COMPOUNDS, NESO",140,142,151,117,0.7,0.7,0.7,0.6,
Import,MO,19,293399,HETEROCYCLIC COMPOUNDS WITH NITROGEN HETERO-ATOM(S,143,109,96,111,0.8,0.5,0.5,0.6,
Import,MO,20,981700,IMPORTS OF ARTICLES ADMITTED FREE OF DUTY UNDER SP,40,52,70,106,0.2,0.3,0.3,0.6,
Import,MO,21,950730,"FISHING REELS, AND PARTS AND ACCESSORIES THEREOF",95,91,93,104,0.5,0.4,0.5,0.6,
Import,MO,22,870899,"PARTS AND ACCESSORIES FOR MOTOR VEHICLES, NESOI",94,122,112,103,0.5,0.6,0.5,0.5,
Import,MO,23,701090,"CARBOYS, BOTTLES, FLASKS, JARS, POTS, VIALS, AND O",75,79,90,102,0.4,0.4,0.4,0.5,
Import,MO,24,901890,"INSTRUMENTS AND APPLIANCES FOR MEDICAL, SURGICAL O",76,80,115,99,0.4,0.4,0.6,0.5,
Import,MO,25,440719,"OTHER CONIFEROUS WOOD SAWN OR CHIPPED LENGTHWISE,",0,14,63,99,0.0,0.1,0.3,0.5,
Export,MT,-1,0,Total_25,1159,1200,1191,1038,71.7,72.1,70.7,72.4,
Export,MT,1,270119,"COAL, OTHER THAN ANTHRACITE OR BITUMINOUS, WHETHER",151,154,126,112,9.4,9.3,7.5,7.8,
Export,MT,2,260300,COPPER ORES AND CONCENTRATES,0,0,12,109,0.0,0.0,0.7,7.6,
Export,MT,3,282550,COPPER OXIDES AND HYDROXIDES,112,113,110,108,7.0,6.8,6.5,7.5,
Export,MT,4,71340,"LENTILS, DRIED SHELLED, INCLUDING SEED",102,22,44,73,6.3,1.3,2.6,5.1,
Export,MT,5,10229,"CATTLE, LIVE, OTHER THAN PUREBRED BREEDING",44,36,61,55,2.7,2.2,3.6,3.8,
Export,MT,6,848620,MACHINES AND APPARATUS FOR THE MANUFACTURE OF SEMI,51,50,88,54,3.1,3.0,5.2,3.8,
Export,MT,7,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",27,37,92,54,1.7,2.2,5.4,3.8,
Export,MT,8,285000,"HYDRIDES, NITRIDES, AZIDES, SILICIDES & BORIDES, W",67,66,59,50,4.1,4.0,3.5,3.5,
Export,MT,9,300290,HUMAN BLOOD; ANIMAL BLOOD PREPARED FOR THERAPEUTIC,33,46,51,45,2.0,2.7,3.1,3.2,
Export,MT,10,270112,"BITUMINOUS COAL, WHETHER OR NOT PULVERIZED, BUT NO",54,82,31,42,3.3,4.9,1.9,2.9,
Export,MT,11,71310,"PEAS (PISUM SATIVUM), DRIED SHELLED, INCLUDING SEE",21,13,21,36,1.3,0.8,1.2,2.5,
Export,MT,12,280461,"SILICON, CONTAINING BY WEIGHT NOT LESS THAN 99.99%",30,50,28,32,1.9,3.0,1.7,2.2,
Export,MT,13,382200,"COMPOSITE DIAGNOSTIC OR LABORATORY REAGENTS, OTHER",19,29,24,29,1.2,1.8,1.4,2.0,
Export,MT,14,110710,"MALT, NOT ROASTED",19,8,24,28,1.2,0.5,1.4,2.0,
Export,MT,15,252620,"NATURAL STEATITE AND TALC, CRUSHED OR POWDERED",28,27,26,28,1.7,1.6,1.5,2.0,
Export,MT,16,240220,CIGARETTES CONTAINING TOBACCO,218,285,226,26,13.5,17.1,13.4,1.8,
Export,MT,17,271012,LIGHT OILS AND PREPARATIONS CONTAINING GT=70% BY W,30,49,41,25,1.8,2.9,2.4,1.8,
Export,MT,18,71320,"CHICKPEAS (GARBANZOS), DRIED SHELLED, INCLUDING SE",37,11,23,21,2.3,0.6,1.4,1.5,
Export,MT,19,100390,"BARLEY, OTHER THAN SEED",8,5,5,21,0.5,0.3,0.3,1.4,
Export,MT,20,848690,MACHINES AND APPARATUS OF A KIND USED FOR THE MANU,28,36,24,19,1.7,2.2,1.4,1.3,
Export,MT,21,261390,"MOLYBDENUM ORES AND CONCENTRATES, NOT ROASTED",16,21,20,16,1.0,1.3,1.2,1.1,
Export,MT,22,100199,"WHEAT AND MESLIN, NOT DURUM WHEAT, OTHER THAN SEED",9,13,12,16,0.5,0.8,0.7,1.1,
Export,MT,23,252329,"PORTLAND CEMENT, EXCEPT WHITE PORTLAND CEMENT",34,26,24,14,2.1,1.6,1.5,1.0,
Export,MT,24,901320,"LASERS, OTHER THAN LASER DIODES",12,9,7,14,0.7,0.6,0.4,1.0,
Export,MT,25,190219,"PASTA (SPAGHETTI, MACARONI, ETC.), UNCOOKED, NOT S",9,11,11,12,0.6,0.6,0.6,0.8,
Import,MT,-1,0,Total_25,3259,3517,3678,3004,75.7,75.0,79.0,76.0,
Import,MT,1,270900,"PETROLEUM OILS AND OILS FROM BITUMINOUS MINERALS,",2659,2993,2994,2176,61.8,63.8,64.3,55.0,
Import,MT,2,711292,"WASTE AND SCRAP OF PLATINUM, INCLUDING METAL CLAD",190,152,192,318,4.4,3.2,4.1,8.0,
Import,MT,3,310210,"UREA, WHETHER OR NOT IN AQUEOUS SOLUTION",82,76,92,83,1.9,1.6,2.0,2.1,
Import,MT,4,440719,"OTHER CONIFEROUS WOOD SAWN OR CHIPPED LENGTHWISE,",0,11,45,78,0.0,0.2,1.0,2.0,
Import,MT,5,271121,"NATURAL GAS, GASEOUS",48,37,37,63,1.1,0.8,0.8,1.6,
Import,MT,6,441012,"ORIENTED STRAND BOARD (OSB), OF WOOD",24,28,17,34,0.5,0.6,0.4,0.8,
Import,MT,7,271112,"PROPANE, LIQUEFIED",33,40,39,26,0.8,0.8,0.8,0.7,
Import,MT,8,711019,"PLATINUM METAL, SEMIMANUFACTURED",5,0,10,24,0.1,0.0,0.2,0.6,
Import,MT,9,240220,CIGARETTES CONTAINING TOBACCO,37,39,37,22,0.9,0.8,0.8,0.6,
Import,MT,10,870431,"MOTOR VEHICLES FOR GOODS TRANSPORT NESOI, WITH SPA",45,26,37,22,1.1,0.6,0.8,0.6,
Import,MT,11,870324,PASSENGER MOTOR VEHICLES WITH SPARK-IGNITION INTER,19,17,26,21,0.4,0.4,0.6,0.5,
Import,MT,12,290110,"ACYCLIC HYDROCARBONS, SATURATED",5,10,23,14,0.1,0.2,0.5,0.3,
Import,MT,13,310280,MIXTURES OF UREA AND AMMONIUM NITRATE IN AQUEOUS O,8,11,11,12,0.2,0.2,0.2,0.3,
Import,MT,14,880230,"AIRPLANES AND OTHER AIRCRAFT NESOI, OF AN UNLADEN",33,5,7,12,0.8,0.1,0.2,0.3,
Import,MT,15,271019,"PETROLEUM OILS, OILS FROM BITUMINOUS MINERALS (OTH",35,24,42,11,0.8,0.5,0.9,0.3,
Import,MT,16,930630,"CARTRIDGES AND PARTS THEREOF, NESOI",2,4,6,11,0.0,0.1,0.1,0.3,
Import,MT,17,841480,"AIR PUMPS AND AIR OR OTHER GAS COMPRESSORS, NESOI;",9,3,13,10,0.2,0.1,0.3,0.3,
Import,MT,18,843390,"PARTS FOR HARVESTING OR THRESHING MACHINERY, MOWER",7,15,7,9,0.2,0.3,0.2,0.2,
Import,MT,19,870590,"SPECIAL PURPOSE VEHICLES, OTHER THAN THOSE PRINCIP",2,3,5,9,0.0,0.1,0.1,0.2,
Import,MT,20,440311,"CONIFEROUS WOOD IN THE ROUGH, TREATED WITH PAINT,",0,3,10,9,0.0,0.1,0.2,0.2,
Import,MT,21,843680,"AGRICULTURAL, HORTICULTURAL, FORESTRY, BEE-KEEPING",4,9,8,9,0.1,0.2,0.2,0.2,
Import,MT,22,252329,"PORTLAND CEMENT, EXCEPT WHITE PORTLAND CEMENT",3,4,8,9,0.1,0.1,0.2,0.2,
Import,MT,23,730820,TOWERS AND LATTICE MASTS OF IRON OR STEEL,0,0,0,8,0.0,0.0,0.0,0.2,
Import,MT,24,310420,POTASSIUM CHLORIDE,8,5,7,8,0.2,0.1,0.1,0.2,
Import,MT,25,851762,"MACHINES FOR THE RECEPTION, CONVERSION AND TRANSMI",2,2,4,7,0.1,0.1,0.1,0.2,
Export,NE,-1,0,Total_25,4332,5038,4817,4675,60.1,63.4,64.6,66.9,
Export,NE,1,20130,"MEAT OF BOVINE ANIMALS, BONELESS, FRESH OR CHILLED",604,598,592,680,8.4,7.5,7.9,9.7,
Export,NE,2,120190,"SOYBEANS, OTHER THAN SEED",335,506,678,567,4.7,6.4,9.1,8.1,
Export,NE,3,100590,"CORN (MAIZE), OTHER THAN SEED CORN",430,447,397,442,6.0,5.6,5.3,6.3,
Export,NE,4,20230,"MEAT OF BOVINE ANIMALS, BONELESS, FROZEN",377,531,474,378,5.2,6.7,6.4,5.4,
Export,NE,5,843351,COMBINE HARVESTER-THRESHERS,431,383,347,285,6.0,4.8,4.7,4.1,
Export,NE,6,230400,SOYBEAN OILCAKE AND OTHER SOLID RESIDUES RESULTING,139,318,230,219,1.9,4.0,3.1,3.1,
Export,NE,7,20329,"MEAT OF SWINE, NESOI, FROZEN",159,165,182,217,2.2,2.1,2.4,3.1,
Export,NE,8,901831,"SYRINGES, WITH OR WITHOUT NEEDLES; PARTS AND ACCES",139,154,178,187,1.9,1.9,2.4,2.7,
Export,NE,9,380891,"INSECTICIDES, EXCLUDING THOSE SPECIFIED IN SUBHEAD",92,180,178,186,1.3,2.3,2.4,2.7,
Export,NE,10,271121,"NATURAL GAS, GASEOUS",211,332,269,148,2.9,4.2,3.6,2.1,
Export,NE,11,300230,VACCINES FOR VETRINARY MEDICINE,130,148,123,144,1.8,1.9,1.6,2.1,
Export,NE,12,380892,"FUNGICIDES, EXCLUDING THOSE SPECIFIED IN SUBHEADIN",55,86,98,130,0.8,1.1,1.3,1.9,
Export,NE,13,170260,"FRUCTOSE, NESOI (OTHER THAN CHEMICALLY PURE), AND",113,123,111,128,1.6,1.5,1.5,1.8,
Export,NE,14,842490,"PARTS FOR MECHANICAL APPLIANCES FOR PROJECTING, DI",71,65,48,120,1.0,0.8,0.6,1.7,
Export,NE,15,20319,"MEAT OF SWINE, NESOI, FRESH OR CHILLED",199,182,196,110,2.8,2.3,2.6,1.6,
Export,NE,16,410150,"WHOLE HIDES AND SKINS, OF A WEIGHT EXCEEDING 16 KG",261,172,115,93,3.6,2.2,1.5,1.3,
Export,NE,17,230910,"DOG AND CAT FOOD, PUT UP FOR RETAIL SALE",54,72,61,92,0.8,0.9,0.8,1.3,
Export,NE,18,842482,MECHANICAL APPLINACES FOR AGRICULTURAL OR HORTICUL,157,147,109,90,2.2,1.9,1.5,1.3,
Export,NE,19,20220,"MEAT OF BOVINE ANIMALS, CUTS WITH BONE IN (OTHER T",113,134,118,87,1.6,1.7,1.6,1.2,
Export,NE,20,300290,HUMAN BLOOD; ANIMAL BLOOD PREPARED FOR THERAPEUTIC,49,51,56,77,0.7,0.6,0.8,1.1,
Export,NE,21,230310,RESIDUES OF STARCH MANUFACTURE AND SIMILAR RESIDUE,71,77,74,67,1.0,1.0,1.0,1.0,
Export,NE,22,20610,"OFFAL OF BOVINE ANIMALS, EDIBLE, FRESH OR CHILLED",70,76,65,61,1.0,1.0,0.9,0.9,
Export,NE,23,300190,HEPARIN AND ITS SALTS; OTHER HUMAN OR ANIMAL SUBST,21,25,31,59,0.3,0.3,0.4,0.8,
Export,NE,24,330499,BEAUTY OR MAKE-UP PREPARATIONS AND PREPARATIONS FO,3,24,35,57,0.0,0.3,0.5,0.8,
Export,NE,25,842123,OIL OR FUEL FILTERS FOR INTERNAL COMBUSTION ENGINE,49,43,51,52,0.7,0.5,0.7,0.7,
Import,NE,-1,0,Total_25,1164,1445,1589,1490,31.0,32.5,37.2,39.9,
Import,NE,1,293499,"NUCLEIC ACIDS AND THERE SALTS, WHETER OR NOT CHEMI",160,166,154,192,4.3,3.7,3.6,5.1,
Import,NE,2,843390,"PARTS FOR HARVESTING OR THRESHING MACHINERY, MOWER",76,100,104,133,2.0,2.3,2.4,3.6,
Import,NE,3,293359,HETEROCYCLIC COMPOUNDS CONTAINING A PYRIMIDINE RIN,101,109,74,114,2.7,2.5,1.7,3.1,
Import,NE,4,293410,HETEROCYCLIC COMPOUNDS CONTAINING AN UNFUSED TRIAZ,123,91,113,95,3.3,2.0,2.6,2.5,
Import,NE,5,870120,ROAD TRACTORS FOR SEMI-TRAILERS,41,109,150,89,1.1,2.5,3.5,2.4,
Import,NE,6,300490,"MEDICAMENTS, IN MEASURED DOSES, ETC. (EXCLUDING VA",77,69,83,79,2.0,1.6,1.9,2.1,
Import,NE,7,230641,RAPE OR COLZA SEED OILCAKE AND OTHER SOLID RESIDUE,30,50,43,75,0.8,1.1,1.0,2.0,
Import,NE,8,293319,HETEROCYCLIC COMPOUNDS CONTAINING AN UNFUSED PYRAZ,21,79,160,71,0.6,1.8,3.7,1.9,
Import,NE,9,440719,"OTHER CONIFEROUS WOOD SAWN OR CHIPPED LENGTHWISE,",0,10,41,71,0.0,0.2,1.0,1.9,
Import,NE,10,840890,COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON EN,83,107,98,62,2.2,2.4,2.3,1.7,
Import,NE,11,10229,"CATTLE, LIVE, OTHER THAN PUREBRED BREEDING",50,74,78,54,1.3,1.7,1.8,1.4,
Import,NE,12,853321,"FIXED RESISTORS, NESOI, FOR A POWER HANDLING CAPAC",34,44,39,44,0.9,1.0,0.9,1.2,
Import,NE,13,950300,"TRICYCLES, SCOOTERS, PEDAL CARS AND SIMILAR WHEELE",60,53,66,43,1.6,1.2,1.5,1.2,
Import,NE,14,840733,SPARK-IGNITION RECIPROCATING PISTON ENGINES FOR PR,33,35,38,41,0.9,0.8,0.9,1.1,
Import,NE,15,300420,"MEDICAMENTS, IN MEASURED DOSES, ETC., CONTAINING A",30,40,45,37,0.8,0.9,1.0,1.0,
Import,NE,16,401699,ARTICLES OF VULCANIZED RUBBER OTHER THAN HARD RUBB,33,41,41,35,0.9,0.9,1.0,0.9,
Import,NE,17,981700,IMPORTS OF ARTICLES ADMITTED FREE OF DUTY UNDER SP,17,17,17,34,0.4,0.4,0.4,0.9,
Import,NE,18,292429,CYCLIC AMIDES (INCLUDING CYCLIC CARBAMATES) AND TH,34,64,48,33,0.9,1.4,1.1,0.9,
Import,NE,19,851762,"MACHINES FOR THE RECEPTION, CONVERSION AND TRANSMI",20,20,37,33,0.5,0.4,0.9,0.9,
Import,NE,20,300439,"MEDICAMENTS, IN MEASURED DOSES, ETC., CONTAINING H",33,47,37,29,0.9,1.1,0.9,0.8,
Import,NE,21,392690,"ARTICLES OF PLASTICS, NESOI",24,29,35,28,0.6,0.7,0.8,0.7,
Import,NE,22,20130,"MEAT OF BOVINE ANIMALS, BONELESS, FRESH OR CHILLED",25,18,19,28,0.7,0.4,0.4,0.7,
Import,NE,23,870990,PARTS FOR WORKS TRUCKS (NOT LIFTING OR HANDLING) U,29,29,28,24,0.8,0.7,0.6,0.6,
Import,NE,24,392321,"SACKS AND BAGS (INCLUDING CONES), OF POLYMERS OF E",17,19,24,23,0.4,0.4,0.6,0.6,
Import,NE,25,310420,POTASSIUM CHLORIDE,14,24,20,23,0.4,0.5,0.5,0.6,
Export,NV,-1,0,Total_25,9299,8451,6171,7984,76.5,76.2,68.7,77.1,
