Category,State,Rank,HS Code,Description,Value2017,Value2018,Value2019,Value2020,Share2017,Share2018,Share2019,Share2020,
Export,TN,15,390799,"POLYESTERS NESOI, SATURATED, IN PRIMARY FORMS",307,334,370,350,0.9,1.0,1.2,1.2,-5.4
Export,TN,16,480411,"KRAFTLINER, UNCOATED, UNBLEACHED, IN ROLLS OR SHEE",320,390,336,334,1.0,1.2,1.1,1.2,-0.5
Export,TN,17,391211,"CELLULOSE ACETATES, NONPLASTICIZED, IN PRIMARY FOR",293,294,309,325,0.9,0.9,1.0,1.2,5.2
Export,TN,18,847130,"PORTABLE DIGTL AUTOMATIC DATA PROCESSING MACHINES,",771,432,419,323,2.3,1.3,1.3,1.1,-22.8
Export,TN,19,902131,ARTIFICIAL JOINTS AND PARTS AND ACCESSORIES THEREO,425,382,413,311,1.3,1.2,1.3,1.1,-24.7
Export,TN,20,300490,"MEDICAMENTS, IN MEASURED DOSES, ETC. (EXCLUDING VA",187,189,267,308,0.6,0.6,0.9,1.1,15.0
Export,TN,21,840734,SPARK-IGNITION RECIPROCATING PISTON ENGINES FOR PR,701,418,323,281,2.1,1.3,1.0,1.0,-12.9
Export,TN,22,840999,PARTS FOR USE WITH COMPRESSION-IGNITION INTERNAL C,331,342,278,279,1.0,1.0,0.9,1.0,0.6
Export,TN,23,280461,"SILICON, CONTAINING BY WEIGHT NOT LESS THAN 99.99%",279,46,173,262,0.8,0.1,0.6,0.9,51.4
Export,TN,24,851762,"MACHINES FOR THE RECEPTION, CONVERSION AND TRANSMI",258,228,203,251,0.8,0.7,0.7,0.9,23.6
Export,TN,25,870899,"PARTS AND ACCESSORIES FOR MOTOR VEHICLES, NESOI",359,319,336,230,1.1,1.0,1.1,0.8,-31.6
Import,TN,-1,0,Total_25,38344,43168,45666,46138,48.7,50.2,52.4,55.1,1.0
Import,TN,1,300490,"MEDICAMENTS, IN MEASURED DOSES, ETC. (EXCLUDING VA",9181,9073,9189,9161,11.7,10.6,10.5,10.9,-0.3
Import,TN,2,847130,"PORTABLE DIGTL AUTOMATIC DATA PROCESSING MACHINES,",5921,5577,7148,7240,7.5,6.5,8.2,8.6,1.3
Import,TN,3,870323,PASSENGER MOTOR VEHICLES WITH SPARK-IGNITION INTER,4970,6788,7664,6560,6.3,7.9,8.8,7.8,-14.4
Import,TN,4,300215,"IMMUNOLOGICAL PRODUCTS, PUT UP IN MEASURED DOSES O",574,1002,2808,4463,0.7,1.2,3.2,5.3,58.9
Import,TN,5,851712,TELEPHONES FOR CELLULAR NETWORKS OR FOR OTHER WIRE,4970,6854,4371,3612,6.3,8.0,5.0,4.3,-17.4
Import,TN,6,851762,"MACHINES FOR THE RECEPTION, CONVERSION AND TRANSMI",1867,2048,2497,2130,2.4,2.4,2.9,2.5,-14.7
Import,TN,7,847150,DIGITAL PROCESSING UNITS OTHER THAN THOSE OF 8471.,390,540,628,1346,0.5,0.6,0.7,1.6,114.2
Import,TN,8,847330,PARTS AND ACCESSORIES FOR AUTOMATIC DATA PROCESSIN,506,501,255,1224,0.6,0.6,0.3,1.5,379.4
Import,TN,9,870324,PASSENGER MOTOR VEHICLES WITH SPARK-IGNITION INTER,2423,2111,2006,1162,3.1,2.5,2.3,1.4,-42.1
Import,TN,10,300420,"MEDICAMENTS, IN MEASURED DOSES, ETC., CONTAINING A",271,821,1411,1027,0.3,1.0,1.6,1.2,-27.2
Import,TN,11,901890,"INSTRUMENTS AND APPLIANCES FOR MEDICAL, SURGICAL O",213,486,618,846,0.3,0.6,0.7,1.0,37.0
Import,TN,12,870840,GEAR BOXES FOR MOTOR VEHICLES,1103,1029,989,713,1.4,1.2,1.1,0.9,-27.9
Import,TN,13,853710,"BOARDS, PANELS, CONSOLES, ETC. WITH ELECTRICAL APP",378,543,685,668,0.5,0.6,0.8,0.8,-2.4
Import,TN,14,851830,"HEADPHONES, EARPHONES WHETHER OR NOT COMBINED MICR",45,53,53,621,0.1,0.1,0.1,0.7,(Z)
Import,TN,15,870899,"PARTS AND ACCESSORIES FOR MOTOR VEHICLES, NESOI",749,814,788,606,1.0,0.9,0.9,0.7,-23.2
Import,TN,16,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEGRATED",306,425,299,569,0.4,0.5,0.3,0.7,90.2
Import,TN,17,870829,PARTS AND ACCESSORIES OF BODIES (INCLUDING CABS) F,516,487,547,531,0.7,0.6,0.6,0.6,-2.9
Import,TN,18,640411,"SPORTS FOOTWEAR, INCLUDING TENNIS SHOES, BASKETBAL",759,774,762,527,1.0,0.9,0.9,0.6,-30.8
Import,TN,19,840991,PARTS FOR USE WITH SPARK-IGNITION INTERNAL COMBUST,917,756,664,523,1.2,0.9,0.8,0.6,-21.1
Import,TN,20,300439,"MEDICAMENTS, IN MEASURED DOSES, ETC., CONTAINING H",548,433,526,514,0.7,0.5,0.6,0.6,-2.2
Import,TN,21,841590,"PARTS, NESOI, OF AIR CONDITIONING MACHINES",225,315,321,447,0.3,0.4,0.4,0.5,39.5
Import,TN,22,847160,"AUTOMATIC DATA PROCESSING INPUT OR OUTPUT UNITS, W",288,344,316,421,0.4,0.4,0.4,0.5,33.3
Import,TN,23,640399,"FOOTWEAR, WITH OUTER SOLES OF RUBBER, PLASTICS OR",291,312,368,409,0.4,0.4,0.4,0.5,11.3
Import,TN,24,848180,"TAPS, COCKS, VALVES AND SIMILAR APPLIANCES FOR PIP",459,537,420,408,0.6,0.6,0.5,0.5,-2.8
Import,TN,25,902139,ARTIFICIAL JOINTS AND PARTS AND ACCESSORIES THEREO,474,546,334,407,0.6,0.6,0.4,0.5,21.8
Export,UT,-1,0,Total_25,7242,9763,12866,13390,62.5,67.8,74.2,75.6,4.1
Export,UT,1,710812,"GOLD, NONMONETARY, UNWROUGHT NESOI (OTHER THAN POW",3656,6136,8925,8732,31.6,42.6,51.5,49.3,-2.2
Export,UT,2,210690,FOOD PREPARATIONS NESOI,446,522,524,545,3.8,3.6,3.0,3.1,3.9
Export,UT,3,261390,"MOLYBDENUM ORES AND CONCENTRATES, NOT ROASTED",61,111,201,418,0.5,0.8,1.2,2.4,108.6
Export,UT,4,901839,"MEDICAL ETC. NEEDLES NESOI, CATHETERS, CANNULAE AN",320,321,305,327,2.8,2.2,1.8,1.8,7.4
Export,UT,5,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",933,597,495,321,8.1,4.1,2.9,1.8,-35.1
Export,UT,6,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",410,375,481,285,3.5,2.6,2.8,1.6,-40.8
Export,UT,7,870895,SAFETY AIRBAGS WITH INFLATOR SYSTEM; PARTS THEREOF,319,326,329,274,2.8,2.3,1.9,1.5,-16.7
Export,UT,8,330129,"ESSENTIAL OILS, NESOI",129,155,167,224,1.1,1.1,1.0,1.3,34.7
Export,UT,9,852351,SOLID-STATE NON-VOLATILE SEMICONDUCTOR STORAGE DEV,3,3,24,214,0.0,0.0,0.1,1.2,(Z)
Export,UT,10,901890,"INSTRUMENTS AND APPLIANCES FOR MEDICAL, SURGICAL O",98,121,142,211,0.8,0.8,0.8,1.2,48.3
Export,UT,11,382200,"COMPOSITE DIAGNOSTIC OR LABORATORY REAGENTS, OTHER",43,84,93,200,0.4,0.6,0.5,1.1,116.5
Export,UT,12,902230,X-RAY TUBES,93,129,176,174,0.8,0.9,1.0,1.0,-1.3
Export,UT,13,330499,BEAUTY OR MAKE-UP PREPARATIONS AND PREPARATIONS FO,149,170,144,173,1.3,1.2,0.8,1.0,20.0
Export,UT,14,710813,"GOLD, NONMONETARY, SEMIMANUFACTURED FORMS NESOI (O",1,1,0,158,0.0,0.0,0.0,0.9,(Z)
Export,UT,15,903010,INSTRUMENTS AND APPARATUS FOR MEASURING OR DETECTI,2,43,146,157,0.0,0.3,0.8,0.9,7.3
Export,UT,16,121490,"FORAGE PRODUCTS, NESOI, INCLUDING RUTABAGAS (SWEDE",77,108,146,124,0.7,0.7,0.8,0.7,-14.7
Export,UT,17,300490,"MEDICAMENTS, IN MEASURED DOSES, ETC. (EXCLUDING VA",134,127,88,114,1.2,0.9,0.5,0.6,29.7
Export,UT,18,681510,"NONELECTRICAL ARTICLES OF GRAPHITE OR CARBON, NESO",201,215,229,110,1.7,1.5,1.3,0.6,-51.8
Export,UT,19,847330,PARTS AND ACCESSORIES FOR AUTOMATIC DATA PROCESSIN,2,3,2,106,0.0,0.0,0.0,0.6,(Z)
Export,UT,20,710691,"SILVER, UNWROUGHT NESOI (OTHER THAN POWDER)",12,4,19,96,0.1,0.0,0.1,0.5,399.3
Export,UT,21,260300,COPPER ORES AND CONCENTRATES,0,0,0,93,0.0,0.0,0.0,0.5,0.0
Export,UT,22,851762,"MACHINES FOR THE RECEPTION, CONVERSION AND TRANSMI",35,33,51,93,0.3,0.2,0.3,0.5,81.0
Export,UT,23,902139,ARTIFICIAL JOINTS AND PARTS AND ACCESSORIES THEREO,37,58,61,86,0.3,0.4,0.4,0.5,40.0
Export,UT,24,902780,INSTUMENTS AND APPARATUS FOR PHYSICAL OR CHEMICAL,43,49,57,80,0.4,0.3,0.3,0.5,41.2
Export,UT,25,20230,"MEAT OF BOVINE ANIMALS, BONELESS, FROZEN",40,73,62,73,0.3,0.5,0.4,0.4,18.8
Import,UT,-1,0,Total_25,7228,8034,7861,8283,52.0,53.1,51.5,53.3,5.4
Import,UT,1,710812,"GOLD, NONMONETARY, UNWROUGHT NESOI (OTHER THAN POW",4309,4237,3614,2998,31.0,28.0,23.7,19.3,-17.0
Import,UT,2,710691,"SILVER, UNWROUGHT NESOI (OTHER THAN POWDER)",401,463,737,701,2.9,3.1,4.8,4.5,-4.9
Import,UT,3,902139,ARTIFICIAL JOINTS AND PARTS AND ACCESSORIES THEREO,9,111,644,563,0.1,0.7,4.2,3.6,-12.7
Import,UT,4,851762,"MACHINES FOR THE RECEPTION, CONVERSION AND TRANSMI",122,155,247,436,0.9,1.0,1.6,2.8,76.9
Import,UT,5,847330,PARTS AND ACCESSORIES FOR AUTOMATIC DATA PROCESSIN,9,10,8,369,0.1,0.1,0.1,2.4,(Z)
Import,UT,6,852351,SOLID-STATE NON-VOLATILE SEMICONDUCTOR STORAGE DEV,2,3,2,286,0.0,0.0,0.0,1.8,(Z)
Import,UT,7,870895,SAFETY AIRBAGS WITH INFLATOR SYSTEM; PARTS THEREOF,247,292,299,264,1.8,1.9,2.0,1.7,-11.7
Import,UT,8,870120,ROAD TRACTORS FOR SEMI-TRAILERS,232,516,641,258,1.7,3.4,4.2,1.7,-59.8
Import,UT,9,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEGRATED",4,10,2,250,0.0,0.1,0.0,1.6,(Z)
Import,UT,10,844110,CUTTING MACHINES FOR PAPER AND PAPERBOARD,98,101,153,238,0.7,0.7,1.0,1.5,55.4
Import,UT,11,950691,ARTICLES AND EQUIPMENT FOR GENERAL PHYSICAL EXERCI,35,33,44,238,0.2,0.2,0.3,1.5,445.2
Import,UT,12,901890,"INSTRUMENTS AND APPLIANCES FOR MEDICAL, SURGICAL O",74,120,150,189,0.5,0.8,1.0,1.2,25.9
Import,UT,13,880240,"AIRPLANES AND OTHER AIRCRAFT NESOI, OF AN UNLADEN",573,1088,276,181,4.1,7.2,1.8,1.2,-34.6
Import,UT,14,330129,"ESSENTIAL OILS, NESOI",153,205,148,167,1.1,1.4,1.0,1.1,12.9
Import,UT,15,10229,"CATTLE, LIVE, OTHER THAN PUREBRED BREEDING",133,94,196,166,1.0,0.6,1.3,1.1,-15.5
Import,UT,16,981700,IMPORTS OF ARTICLES ADMITTED FREE OF DUTY UNDER SP,43,61,103,148,0.3,0.4,0.7,0.9,43.0
Import,UT,17,870310,PASSENGER MOTOR VEHICLES SPECIALLY DESIGNEED FOR T,0,1,2,115,0.0,0.0,0.0,0.7,(Z)
Import,UT,18,847170,"AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.S.O.I",8,3,13,110,0.1,0.0,0.1,0.7,(Z)
Import,UT,19,441012,"ORIENTED STRAND BOARD (OSB), OF WOOD",69,94,52,109,0.5,0.6,0.3,0.7,111.7
Import,UT,20,852580,"TELEVISION CAMERAS, DIGITAL CAMERAS AND VIDEO CAME",81,64,90,108,0.6,0.4,0.6,0.7,20.3
Import,UT,21,871200,BICYCLES AND OTHER CYCLES (INCLUDING DELIVERY TRIC,178,201,158,89,1.3,1.3,1.0,0.6,-43.7
Import,UT,22,850760,LITHIUM ION BATTERIES,27,27,35,84,0.2,0.2,0.2,0.5,144.6
Import,UT,23,901839,"MEDICAL ETC. NEEDLES NESOI, CATHETERS, CANNULAE AN",100,87,82,75,0.7,0.6,0.5,0.5,-8.5
Import,UT,24,710813,"GOLD, NONMONETARY, SEMIMANUFACTURED FORMS NESOI (O",269,0,97,73,1.9,0.0,0.6,0.5,-24.4
Import,UT,25,851679,"ELECTROTHERMIC DOMESTIC APPLIANCES, NESOI",54,59,69,68,0.4,0.4,0.5,0.4,-1.5
Export,VT,-1,0,Total_25,2028,2233,2334,1825,73.0,76.4,77.3,76.1,-21.8
Export,VT,1,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",569,538,755,591,20.5,18.4,25.0,24.6,-21.7
Export,VT,2,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEGRATED",906,1097,940,572,32.6,37.5,31.1,23.8,-39.2
Export,VT,3,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",42,61,73,96,1.5,2.1,2.4,4.0,31.5
Export,VT,4,950691,ARTICLES AND EQUIPMENT FOR GENERAL PHYSICAL EXERCI,70,79,87,84,2.5,2.7,2.9,3.5,-3.0
Export,VT,5,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",48,57,78,46,1.7,2.0,2.6,1.9,-41.0
Export,VT,6,481092,PAPER AND PAPERBOARD (OTHER THAN KRAFT OR GRAPHIC),38,44,47,45,1.4,1.5,1.6,1.9,-3.6
Export,VT,7,902730,"SPECTROMETERS, SPECTROPHOTOMETERS AND SPECTROGRAPH",29,37,35,43,1.0,1.3,1.2,1.8,21.5
Export,VT,8,847790,PARTS OF MACHINERY FOR WORKING RUBBER OR PLASTICS,41,43,37,33,1.5,1.5,1.2,1.4,-11.6
Export,VT,9,903141,OPTICAL INSTRUMENTS FOR INSPECTING SEMICONDUCTOR,0,0,6,29,0.0,0.0,0.2,1.2,375.3
Export,VT,10,180690,"COCOA PREPARATIONS, NOT IN BULK FORM, NESOI",20,16,17,28,0.7,0.6,0.6,1.2,66.5
Export,VT,11,180620,CHOCOLATE AND OTHER FOOD PREPARATIONS CONTAINING C,27,19,24,27,1.0,0.7,0.8,1.1,11.8
Export,VT,12,902790,MICROTOMES; PARTS AND ACCESSORIES FOR INSTRUMENTS,17,21,22,24,0.6,0.7,0.7,1.0,12.4
Export,VT,13,392690,"ARTICLES OF PLASTICS, NESOI",21,24,23,23,0.8,0.8,0.8,0.9,-3.6
Export,VT,14,900220,OPTICAL FILTERS AND PARTS AND ACCESSORIES THEREOF,20,15,15,21,0.7,0.5,0.5,0.9,40.1
Export,VT,15,481099,PAPER AND PAPERBOARD (OTHER THAN KRAFT OR GRAPHIC),9,13,20,20,0.3,0.4,0.7,0.8,-1.2
Export,VT,16,540419,SYNTHETIC MONOFILAMENT OF 67 DECITEX AND OF WHICH,20,21,23,19,0.7,0.7,0.7,0.8,-13.6
Export,VT,17,190110,"FOOD PREPARATIONS FOR INFANT USE, PUT UP FOR RETAI",15,23,24,17,0.5,0.8,0.8,0.7,-30.4
Export,VT,18,841319,PUMPS FITTED OR DESIGNED TO BE FITTED WITH A MEASU,4,8,7,15,0.1,0.3,0.2,0.6,98.4
Export,VT,19,900190,"LENSES (EXCEPT CONTACT AND SPECTACLE), PRISMS, MIR",3,9,9,14,0.1,0.3,0.3,0.6,53.8
Export,VT,20,381800,"CHEMICAL ELEMENTS DOPED FOR USE IN ELECTRONICS, IN",42,28,21,14,1.5,1.0,0.7,0.6,-31.9
Export,VT,21,300490,"MEDICAMENTS, IN MEASURED DOSES, ETC. (EXCLUDING VA",15,13,9,14,0.5,0.5,0.3,0.6,51.7
Export,VT,22,650610,"SAFETY (INCLUDING SPORTS) HEADGEAR, WHETHER OR NOT",16,21,14,14,0.6,0.7,0.5,0.6,-2.0
Export,VT,23,902610,INSTRUMENTS AND APPARATUS FOR MEASURING OR CHECKIN,29,18,19,13,1.1,0.6,0.6,0.5,-32.1
Export,VT,24,845490,"PARTS FOR CONVERTERS, LADLES, INGOT MOLDS AND CAST",10,15,12,13,0.4,0.5,0.4,0.5,4.5
Export,VT,25,847141,DIGITAL ADP MACHINES COMPRISING IN SAME HOUSING AT,15,15,16,11,0.5,0.5,0.5,0.4,-32.5
Import,VT,-1,0,Total_25,2000,1990,2451,1464,55.7,57.8,62.5,55.4,-40.3
Import,VT,1,271600,ELECTRICAL ENERGY,533,512,441,421,14.8,14.9,11.2,15.9,-4.5
Import,VT,2,180620,CHOCOLATE AND OTHER FOOD PREPARATIONS CONTAINING C,183,172,196,233,5.1,5.0,5.0,8.8,18.8
Import,VT,3,271019,"PETROLEUM OILS, OILS FROM BITUMINOUS MINERALS (OTH",137,175,156,99,3.8,5.1,4.0,3.7,-36.7
Import,VT,4,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEGRATED",335,324,781,96,9.3,9.4,19.9,3.7,-87.7
Import,VT,5,271012,LIGHT OILS AND PREPARATIONS CONTAINING GT=70% BY W,115,126,123,84,3.2,3.7,3.1,3.2,-32.0
Import,VT,6,440719,"OTHER CONIFEROUS WOOD SAWN OR CHIPPED LENGTHWISE,",0,9,49,56,0.0,0.3,1.3,2.1,13.7
Import,VT,7,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",210,154,211,45,5.8,4.5,5.4,1.7,-78.7
Import,VT,8,930200,"REVOLVERS AND PISTOLS, DESIGNED TO FIRE LIVE AMMUN",18,20,15,44,0.5,0.6,0.4,1.7,189.6
Import,VT,9,100590,"CORN (MAIZE), OTHER THAN SEED CORN",31,34,31,36,0.9,1.0,0.8,1.4,16.1
Import,VT,10,271112,"PROPANE, LIQUEFIED",52,66,47,36,1.4,1.9,1.2,1.3,-23.9
Import,VT,11,950691,ARTICLES AND EQUIPMENT FOR GENERAL PHYSICAL EXERCI,22,25,27,34,0.6,0.7,0.7,1.3,28.2
Import,VT,12,271121,"NATURAL GAS, GASEOUS",54,44,45,31,1.5,1.3,1.1,1.2,-31.7
Import,VT,13,170220,MAPLE SUGAR AND MAPLE SYRUP,23,28,34,26,0.6,0.8,0.9,1.0,-21.9
Import,VT,14,620333,MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS OF SY,40,48,55,22,1.1,1.4,1.4,0.8,-59.4
Import,VT,15,30431,"TILAPIA (OREOCHROMIS SPP.) FILLETS, FRESH OR CHILL",34,33,23,22,0.9,1.0,0.6,0.8,-6.1
Import,VT,16,230641,RAPE OR COLZA SEED OILCAKE AND OTHER SOLID RESIDUE,25,26,21,21,0.7,0.8,0.5,0.8,2.8
Import,VT,17,841191,PARTS OF TURBOJETS OR TURBOPROPELLERS,46,33,29,21,1.3,1.0,0.7,0.8,-26.5
Import,VT,18,620331,MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS OF WO,48,43,56,21,1.3,1.3,1.4,0.8,-62.6
Import,VT,19,930630,"CARTRIDGES AND PARTS THEREOF, NESOI",1,6,2,19,0.0,0.2,0.1,0.7,(Z)
Import,VT,20,848180,"TAPS, COCKS, VALVES AND SIMILAR APPLIANCES FOR PIP",33,34,33,19,0.9,1.0,0.8,0.7,-43.9
Import,VT,21,620343,"MEN'S OR BOYS' TROUSERS, BIB AND BRACE OVERALLS, B",25,32,35,17,0.7,0.9,0.9,0.6,-52.5
Import,VT,22,630790,"MADE-UP TEXTILE ARTICLES, NESOI",2,2,2,16,0.1,0.1,0.1,0.6,(Z)
Import,VT,23,401110,"NEW PNEUMATIC TIRES, OF RUBBER, OF A KIND USED ON",24,26,22,15,0.7,0.8,0.6,0.6,-31.0
Import,VT,24,711319,"JEWELRY AND PARTS THEREOF, OF PRECIOUS METAL OTHER",6,11,15,15,0.2,0.3,0.4,0.6,-0.9
Import,VT,25,848620,MACHINES AND APPARATUS FOR THE MANUFACTURE OF SEMI,3,6,0,14,0.1,0.2,0.0,0.5,(Z)
Export,VA,-1,0,Total_25,6071,7372,7766,7246,36.8,40.2,43.5,44.1,-6.7
Export,VA,1,270112,"BITUMINOUS COAL, WHETHER OR NOT PULVERIZED, BUT NO",896,1109,1999,1518,5.4,6.0,11.2,9.2,-24.1
Export,VA,2,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",635,736,694,827,3.8,4.0,3.9,5.0,19.1
Export,VA,3,120190,"SOYBEANS, OTHER THAN SEED",596,699,489,751,3.6,3.8,2.7,4.6,53.7
Export,VA,4,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",424,482,573,438,2.6,2.6,3.2,2.7,-23.7
Export,VA,5,844399,"PARTS AND ACCESSORIES OF PRINTERS, COPYING MACHINE",316,375,367,371,1.9,2.0,2.1,2.3,1.1
Export,VA,6,20329,"MEAT OF SWINE, NESOI, FROZEN",36,92,92,257,0.2,0.5,0.5,1.6,179.6
Export,VA,7,481032,"KRAFT PAPER AND PAPERBOARD (NOT FOR WRITING, ETC.)",415,274,272,232,2.5,1.5,1.5,1.4,-14.9
Export,VA,8,230400,SOYBEAN OILCAKE AND OTHER SOLID RESIDUES RESULTING,181,277,210,210,1.1,1.5,1.2,1.3,-0.1
Export,VA,9,550210,ARTIFICIAL FILAMENT TOW OF CELLULOSE ACETATE,163,182,215,206,1.0,1.0,1.2,1.3,-4.2
Export,VA,10,870120,ROAD TRACTORS FOR SEMI-TRAILERS,310,536,503,205,1.9,2.9,2.8,1.2,-59.2
Export,VA,11,470321,"CHEMICAL WOODPULP, SODA OR SULFATE, OTHER THAN DIS",184,204,211,184,1.1,1.1,1.2,1.1,-12.9
Export,VA,12,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",141,199,120,179,0.9,1.1,0.7,1.1,49.5
Export,VA,13,150710,"SOYBEAN OIL AND ITS FRACTIONS, CRUDE, WHETHER OR N",115,148,156,177,0.7,0.8,0.9,1.1,13.9
Export,VA,14,390890,"POLYAMIDES NESOI, IN PRIMARY FORMS",188,196,203,173,1.1,1.1,1.1,1.1,-14.6
Export,VA,15,391990,"PLATES, SHEETS, FILM, FOIL, TAPE AND OTHER FLAT SH",144,147,168,160,0.9,0.8,0.9,1.0,-4.8
Export,VA,16,560312,"NONWOVENS, WHETHER OR NOT IMPREGNATED, COATED, COV",89,124,109,153,0.5,0.7,0.6,0.9,39.7
Export,VA,17,240120,"TOBACCO, PARTLY OR WHOLLY STEMMED/STRIPPED",286,270,238,152,1.7,1.5,1.3,0.9,-36.2
Export,VA,18,870899,"PARTS AND ACCESSORIES FOR MOTOR VEHICLES, NESOI",144,244,183,146,0.9,1.3,1.0,0.9,-20.3
Export,VA,19,220300,BEER MADE FROM MALT,22,32,57,143,0.1,0.2,0.3,0.9,152.5
Export,VA,20,880260,SPACECRAFT (INCLUDING SATELLITES) AND SUBORBITAL A,132,310,92,140,0.8,1.7,0.5,0.9,52.1
Export,VA,21,871639,TRAILERS AND SEMI-TRAILERS FOR THE TRANSPORT OF GO,125,123,151,135,0.8,0.7,0.8,0.8,-10.2
Export,VA,22,300420,"MEDICAMENTS, IN MEASURED DOSES, ETC., CONTAINING A",132,134,137,130,0.8,0.7,0.8,0.8,-5.4
Export,VA,23,330499,BEAUTY OR MAKE-UP PREPARATIONS AND PREPARATIONS FO,83,147,162,121,0.5,0.8,0.9,0.7,-25.4
Export,VA,24,390810,"POLYAMIDE-6,-11,-12,-6,6,-6,9,-6,10 OR -6,12 (NYLO",154,155,193,120,0.9,0.8,1.1,0.7,-37.8
Export,VA,25,851762,"MACHINES FOR THE RECEPTION, CONVERSION AND TRANSMI",160,176,171,118,1.0,1.0,1.0,0.7,-30.8
Import,VA,-1,0,Total_25,6547,7207,8392,9333,22.5,24.5,28.0,32.2,11.2
Import,VA,1,844399,"PARTS AND ACCESSORIES OF PRINTERS, COPYING MACHINE",2174,1992,2194,2393,7.5,6.8,7.3,8.3,9.0
Import,VA,2,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",274,157,1146,1010,0.9,0.5,3.8,3.5,-11.9
Import,VA,3,847150,DIGITAL PROCESSING UNITS OTHER THAN THOSE OF 8471.,370,758,385,944,1.3,2.6,1.3,3.3,145.5
Import,VA,4,950300,"TRICYCLES, SCOOTERS, PEDAL CARS AND SIMILAR WHEELE",595,558,725,587,2.0,1.9,2.4,2.0,-19.0
Import,VA,5,847130,"PORTABLE DIGTL AUTOMATIC DATA PROCESSING MACHINES,",210,214,203,414,0.7,0.7,0.7,1.4,104.4
Import,VA,6,630790,"MADE-UP TEXTILE ARTICLES, NESOI",132,177,225,371,0.5,0.6,0.7,1.3,65.2
Import,VA,7,220210,"WATERS, INCLUDING MINERAL WATERS AND AERATED WATER",25,223,311,303,0.1,0.8,1.0,1.0,-2.6
Import,VA,8,854140,"PHOTOSENSITIVE SEMICONDUCTOR DEVICES, INCLUDING PH",114,53,168,276,0.4,0.2,0.6,1.0,64.0
Import,VA,9,851762,"MACHINES FOR THE RECEPTION, CONVERSION AND TRANSMI",661,705,239,213,2.3,2.4,0.8,0.7,-11.1
Import,VA,10,391810,FLOOR COVERINGS AND WALL OR CEILING COVERINGS OF V,86,145,163,211,0.3,0.5,0.5,0.7,29.0
Import,VA,11,842649,"DERRICKS, CRANES, NESOI AND WORKS TRUCKS FITTED WI",13,54,140,207,0.0,0.2,0.5,0.7,47.7
Import,VA,12,80132,"CASHEW NUTS, FRESH OR DRIED, SHELLED",293,150,134,193,1.0,0.5,0.4,0.7,44.6
Import,VA,13,300439,"MEDICAMENTS, IN MEASURED DOSES, ETC., CONTAINING H",227,305,197,189,0.8,1.0,0.7,0.7,-3.8
Import,VA,14,621010,"GARMENTS, MADE-UP OF FABRICS OF FELTS AND NONWOVEN",57,100,128,186,0.2,0.3,0.4,0.6,45.4
Import,VA,15,870510,MOBILE CRANES,73,100,238,184,0.3,0.3,0.8,0.6,-22.9
Import,VA,16,392690,"ARTICLES OF PLASTICS, NESOI",88,129,166,175,0.3,0.4,0.6,0.6,5.7
Import,VA,17,940360,"WOODEN FURNITURE, NESOI",235,241,213,175,0.8,0.8,0.7,0.6,-17.8
Import,VA,18,850811,VACUUM CLEANERS WITH SELF-CONTAINED ELECTRIC MOTOR,71,79,126,175,0.2,0.3,0.4,0.6,38.0
Import,VA,19,870120,ROAD TRACTORS FOR SEMI-TRAILERS,34,180,235,172,0.1,0.6,0.8,0.6,-26.7
Import,VA,20,844331,MACHINES WHICH PERFORM TWO OR MORE OF THE FUNCTION,130,246,313,167,0.4,0.8,1.0,0.6,-46.8
Import,VA,21,950510,ARTICLES FOR CHRISTMAS FESTIVITIES AND PARTS AND A,139,138,176,161,0.5,0.5,0.6,0.6,-8.4
Import,VA,22,871130,"MOTORCYCLES AND CYCLES WITH AN AUXILIARY MOTOR, WI",146,151,121,160,0.5,0.5,0.4,0.6,32.9
Import,VA,23,842139,FILTERING OR PURIFYING MACHINERY AND APPARATUS FOR,118,67,138,158,0.4,0.2,0.5,0.5,15.2
Import,VA,24,392410,TABLEWARE AND KITCHENWARE OF PLASTICS,116,105,148,157,0.4,0.4,0.5,0.5,6.7
Import,VA,25,611020,"SWEATERS, PULLOVERS, SWEATSHIRTS, VESTS AND SIMILA",165,180,162,152,0.6,0.6,0.5,0.5,-6.1
Export,WA,-1,0,Total_25,56877,59000,42732,26366,74.5,75.8,70.9,63.9,-38.3
